<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20151109,000000,11100,11400,11000,11149,229549,2571060012,104,10961,زاگرس,13940818,000000,11200,26757600000000,2400000000
ZAGROS,d,20151110,000000,11372,11372,11100,11200,822941,9217427478,66,11200,زاگرس,13940819,000000,11201,26880000000000,2400000000
ZAGROS,d,20151111,000000,11125,11290,11100,11290,46625,518863323,33,11201,زاگرس,13940820,000000,11128,27096000000000,2400000000
ZAGROS,d,20151114,000000,11000,11197,10900,11197,10342,114290051,29,11128,زاگرس,13940823,000000,11051,26872800000000,2400000000
ZAGROS,d,20151115,000000,11499,11549,11370,11384,12767,146366173,10,11051,زاگرس,13940824,000000,11464,27321600000000,2400000000
ZAGROS,d,20151116,000000,11400,11679,11022,11400,22625,259958853,33,11464,زاگرس,13940825,000000,11490,27360000000000,2400000000
ZAGROS,d,20151117,000000,11750,11750,11155,11400,30069,339713679,29,11490,زاگرس,13940826,000000,11298,27360000000000,2400000000
ZAGROS,d,20151118,000000,11250,11390,11161,11390,63182,714843011,25,11298,زاگرس,13940827,000000,11314,27336000000000,2400000000
ZAGROS,d,20151121,000000,11400,11400,11000,11000,8671,95553200,14,11314,زاگرس,13940830,000000,11020,26400000000000,2400000000
ZAGROS,d,20151122,000000,11299,11299,10810,11200,24614,271772417,24,11020,زاگرس,13940901,000000,11041,26880000000000,2400000000
ZAGROS,d,20151123,000000,10860,11000,10760,11000,15814,170783761,20,11041,زاگرس,13940902,000000,10800,26400000000000,2400000000
ZAGROS,d,20151124,000000,10760,10900,10666,10750,11418,123731500,14,10800,زاگرس,13940903,000000,10837,25800000000000,2400000000
ZAGROS,d,20151125,000000,10870,10900,10700,10700,20442,219588592,22,10837,زاگرس,13940904,000000,10742,25680000000000,2400000000
ZAGROS,d,20151128,000000,11179,11180,10700,10890,44722,481303975,33,10742,زاگرس,13940907,000000,10762,26136000000000,2400000000
ZAGROS,d,20151129,000000,11049,11090,10779,10779,65181,705449253,39,10762,زاگرس,13940908,000000,10823,25869600000000,2400000000
ZAGROS,d,20151130,000000,11090,11364,10721,11125,77153,868743673,69,10823,زاگرس,13940909,000000,11260,26700000000000,2400000000
ZAGROS,d,20151201,000000,11200,11387,10987,10990,48848,539644236,47,11260,زاگرس,13940910,000000,11047,26376000000000,2400000000
ZAGROS,d,20151205,000000,11001,11010,10782,11000,14660,160247700,20,11047,زاگرس,13940914,000000,10931,26400000000000,2400000000
ZAGROS,d,20151206,000000,11002,11200,10802,10811,30288,335318308,33,10931,زاگرس,13940915,000000,11071,25946400000000,2400000000
ZAGROS,d,20151207,000000,10741,11000,10740,10980,56219,608515902,21,11071,زاگرس,13940916,000000,10824,26352000000000,2400000000
ZAGROS,d,20151208,000000,10855,11000,10805,11000,94598,1030104248,33,10824,زاگرس,13940917,000000,10889,26400000000000,2400000000
ZAGROS,d,20151209,000000,10900,11000,10501,10501,35960,389820229,23,10889,زاگرس,13940918,000000,10840,25202400000000,2400000000
ZAGROS,d,20151213,000000,10700,10996,10650,10755,47390,512090750,14,10840,زاگرس,13940922,000000,10806,25812000000000,2400000000
ZAGROS,d,20151214,000000,10701,10701,10561,10604,100892,1072023087,30,10806,زاگرس,13940923,000000,10625,25449600000000,2400000000
ZAGROS,d,20151215,000000,10604,10979,10604,10615,51669,553492679,22,10625,زاگرس,13940924,000000,10712,25476000000000,2400000000
ZAGROS,d,20151216,000000,10600,10700,10600,10645,35236,376044071,20,10712,زاگرس,13940925,000000,10672,25548000000000,2400000000
ZAGROS,d,20151219,000000,10635,10950,10551,10551,36006,382391504,34,10672,زاگرس,13940928,000000,10620,25322400000000,2400000000
ZAGROS,d,20151220,000000,10555,10555,10403,10415,47757,501317430,26,10620,زاگرس,13940929,000000,10497,24996000000000,2400000000
ZAGROS,d,20151221,000000,10317,10550,10317,10400,12999,134636903,21,10497,زاگرس,13940930,000000,10357,24960000000000,2400000000
ZAGROS,d,20151222,000000,10699,10699,10351,10590,16681,174215302,14,10357,زاگرس,13941001,000000,10444,25416000000000,2400000000
ZAGROS,d,20151223,000000,10350,10550,10290,10290,52972,550994271,37,10444,زاگرس,13941002,000000,10402,24696000000000,2400000000
ZAGROS,d,20151226,000000,10400,10400,10300,10365,30796,318490429,23,10402,زاگرس,13941005,000000,10342,24876000000000,2400000000
ZAGROS,d,20151227,000000,10380,10380,10290,10290,18839,194420447,17,10342,زاگرس,13941006,000000,10320,24696000000000,2400000000
ZAGROS,d,20151228,000000,10191,10299,10171,10229,41618,424292855,34,10320,زاگرس,13941007,000000,10195,24549600000000,2400000000
ZAGROS,d,20151230,000000,10380,10380,10255,10330,44030,454743795,27,10195,زاگرس,13941009,000000,10328,24792000000000,2400000000
ZAGROS,d,20160102,000000,10450,10450,10227,10253,25147,257994680,43,10328,زاگرس,13941012,000000,10259,24607200000000,2400000000
ZAGROS,d,20160103,000000,10252,10252,9900,9977,164289,1644686539,104,10259,زاگرس,13941013,000000,10011,23944800000000,2400000000
ZAGROS,d,20160104,000000,10061,10080,9950,10049,547436,5501046588,84,10011,زاگرس,13941014,000000,10049,24117600000000,2400000000
ZAGROS,d,20160105,000000,10056,10289,10000,10200,240941,2435483800,116,10049,زاگرس,13941015,000000,10108,24480000000000,2400000000
ZAGROS,d,20160106,000000,10199,10613,10199,10613,103454,1070915616,57,10108,زاگرس,13941016,000000,10352,25471200000000,2400000000
ZAGROS,d,20160109,000000,10869,10869,10601,10869,910278,9892169311,172,10352,زاگرس,13941019,000000,10867,26085600000000,2400000000
ZAGROS,d,20160110,000000,11279,11279,10356,10950,189092,2073810508,97,10867,زاگرس,13941020,000000,10967,26280000000000,2400000000
ZAGROS,d,20160111,000000,10999,11070,10800,10810,334906,3658896178,117,10967,زاگرس,13941021,000000,10925,25944000000000,2400000000
ZAGROS,d,20160112,000000,10808,10999,10580,10612,117605,1276331567,57,10925,زاگرس,13941022,000000,10853,25468800000000,2400000000
ZAGROS,d,20160113,000000,10700,11395,10700,11395,459951,5168957519,210,10853,زاگرس,13941023,000000,11238,27348000000000,2400000000
ZAGROS,d,20160116,000000,11790,11799,11779,11799,1775652,20948479373,303,11238,زاگرس,13941026,000000,11798,28317600000000,2400000000
ZAGROS,d,20160117,000000,12350,12350,11221,11440,441118,5176372896,197,11798,زاگرس,13941027,000000,11735,27456000000000,2400000000
ZAGROS,d,20160118,000000,11400,11600,11149,11300,148110,1659613882,96,11735,زاگرس,13941028,000000,11205,27120000000000,2400000000
ZAGROS,d,20160119,000000,11700,11700,11200,11201,104086,1185988041,91,11205,زاگرس,13941029,000000,11394,26882400000000,2400000000
ZAGROS,d,20160120,000000,11032,11499,10825,10900,395741,4331509395,156,11394,زاگرس,13941030,000000,10945,26160000000000,2400000000
ZAGROS,d,20160123,000000,11002,11250,10500,11000,236033,2555170351,135,10945,زاگرس,13941103,000000,10825,26400000000000,2400000000
ZAGROS,d,20160124,000000,11000,11170,10999,11170,176341,1952741240,85,10825,زاگرس,13941104,000000,11074,26808000000000,2400000000
ZAGROS,d,20160125,000000,11290,11500,11050,11465,273467,3098976707,120,11074,زاگرس,13941105,000000,11332,27516000000000,2400000000
ZAGROS,d,20160126,000000,11700,11840,11450,11840,386926,4509312434,177,11332,زاگرس,13941106,000000,11654,28416000000000,2400000000
ZAGROS,d,20160127,000000,11840,11912,11551,11610,250651,2942073544,111,11654,زاگرس,13941107,000000,11738,27864000000000,2400000000
ZAGROS,d,20160130,000000,11503,12000,11503,11810,458014,5459009495,82,11738,زاگرس,13941110,000000,11919,28344000000000,2400000000
ZAGROS,d,20160131,000000,12000,12010,11750,11815,157447,1873702295,60,11919,زاگرس,13941111,000000,11901,28356000000000,2400000000
ZAGROS,d,20160201,000000,11989,12200,11900,12100,486096,5844526905,102,11901,زاگرس,13941112,000000,12023,29040000000000,2400000000
ZAGROS,d,20160202,000000,12250,12250,11510,11510,294396,3470642289,144,12023,زاگرس,13941113,000000,11789,27624000000000,2400000000
ZAGROS,d,20160203,000000,12000,12000,11503,11560,65620,759082636,58,11789,زاگرس,13941114,000000,11568,27744000000000,2400000000
ZAGROS,d,20160206,000000,11700,11700,11401,11504,105907,1226851877,77,11568,زاگرس,13941117,000000,11584,27609600000000,2400000000
ZAGROS,d,20160207,000000,11501,11649,11056,11584,304007,3493446390,109,11584,زاگرس,13941118,000000,11491,27801600000000,2400000000
ZAGROS,d,20160208,000000,11121,11681,11121,11555,120535,1393939435,87,11491,زاگرس,13941119,000000,11565,27732000000000,2400000000
ZAGROS,d,20160209,000000,11552,11998,11541,11663,664598,7868432607,171,11565,زاگرس,13941120,000000,11839,27991200000000,2400000000
ZAGROS,d,20160210,000000,11870,11870,11550,11640,72030,845334953,43,11839,زاگرس,13941121,000000,11736,27936000000000,2400000000
ZAGROS,d,20160213,000000,11799,11799,11554,11600,84239,975815896,36,11736,زاگرس,13941124,000000,11584,27840000000000,2400000000
ZAGROS,d,20160214,000000,11513,11600,11500,11520,111618,1285741451,48,11584,زاگرس,13941125,000000,11519,27648000000000,2400000000
ZAGROS,d,20160215,000000,11500,11899,11500,11600,58278,680927349,45,11519,زاگرس,13941126,000000,11684,27840000000000,2400000000
ZAGROS,d,20160216,000000,11586,11685,11501,11580,84264,973229158,50,11684,زاگرس,13941127,000000,11550,27792000000000,2400000000
ZAGROS,d,20160217,000000,11770,11770,11472,11530,150649,1734721997,80,11550,زاگرس,13941128,000000,11515,27672000000000,2400000000
ZAGROS,d,20160221,000000,11240,11240,10002,10002,10411,105506991,8,11515,زاگرس,13941202,000000,11500,24004800000000,2400000000
ZAGROS,d,20160222,000000,11200,11200,10050,10600,421211,4416145107,185,11500,زاگرس,13941203,000000,11054,25440000000000,2400000000
ZAGROS,d,20160223,000000,10600,10698,10400,10400,154913,1624194029,81,11054,زاگرس,13941204,000000,10962,24960000000000,2400000000
ZAGROS,d,20160224,000000,10055,10600,10055,10550,211744,2220431934,85,10962,زاگرس,13941205,000000,10857,25320000000000,2400000000
ZAGROS,d,20160227,000000,10660,10700,10200,10600,164069,1713491771,130,10857,زاگرس,13941208,000000,10786,25440000000000,2400000000
ZAGROS,d,20160228,000000,10590,10590,10247,10300,167903,1727646064,132,10786,زاگرس,13941209,000000,10290,24720000000000,2400000000
ZAGROS,d,20160229,000000,10302,10497,10065,10199,38908,396265269,44,10290,زاگرس,13941210,000000,10185,24477600000000,2400000000
ZAGROS,d,20160301,000000,10045,10100,9999,10000,114378,1147339239,123,10185,زاگرس,13941211,000000,10031,24000000000000,2400000000
ZAGROS,d,20160302,000000,10000,10198,9810,10000,100322,997774019,87,10031,زاگرس,13941212,000000,9946,24000000000000,2400000000
ZAGROS,d,20160305,000000,10195,10420,10011,10340,123233,1266160831,73,9946,زاگرس,13941215,000000,10275,24816000000000,2400000000
ZAGROS,d,20160306,000000,10203,10447,10000,10000,224472,2282108062,72,10275,زاگرس,13941216,000000,10167,24000000000000,2400000000
ZAGROS,d,20160307,000000,10000,10299,10000,10005,33795,338478150,38,10167,زاگرس,13941217,000000,10016,24012000000000,2400000000
ZAGROS,d,20160308,000000,10001,10249,9980,10218,91962,929993177,59,10016,زاگرس,13941218,000000,10113,24523200000000,2400000000
ZAGROS,d,20160309,000000,10000,10270,10000,10130,67984,690054032,40,10113,زاگرس,13941219,000000,10150,24312000000000,2400000000
ZAGROS,d,20160312,000000,10000,10320,10000,10100,134660,1370452834,65,10150,زاگرس,13941222,000000,10177,24240000000000,2400000000
ZAGROS,d,20160314,000000,10100,10299,10000,10002,175348,1765251095,116,10177,زاگرس,13941224,000000,10067,24004800000000,2400000000
ZAGROS,d,20160315,000000,10000,10002,9970,9970,107817,1077359169,84,10067,زاگرس,13941225,000000,9992,23928000000000,2400000000
ZAGROS,d,20160316,000000,9950,10140,9950,10050,193865,1943455792,110,9992,زاگرس,13941226,000000,10025,24120000000000,2400000000
ZAGROS,d,20160326,000000,10119,10526,10010,10526,95197,988002159,29,10025,زاگرس,13950107,000000,10379,25262400000000,2400000000
ZAGROS,d,20160327,000000,10897,10897,10896,10897,204873,2232499081,72,10379,زاگرس,13950108,000000,10897,26152800000000,2400000000
ZAGROS,d,20160328,000000,11250,11399,10800,11340,197640,2204804112,120,10897,زاگرس,13950109,000000,11156,27216000000000,2400000000
ZAGROS,d,20160329,000000,11300,11300,11050,11125,117288,1304804175,62,11156,زاگرس,13950110,000000,11125,26700000000000,2400000000
ZAGROS,d,20160330,000000,10802,11190,10802,11000,75932,828009975,44,11125,زاگرس,13950111,000000,10905,26400000000000,2400000000
ZAGROS,d,20160402,000000,11000,11100,10830,11037,65639,715893582,44,10905,زاگرس,13950114,000000,10907,26488800000000,2400000000
ZAGROS,d,20160403,000000,10812,10820,10750,10750,101343,1093896048,56,10907,زاگرس,13950115,000000,10794,25800000000000,2400000000
ZAGROS,d,20160404,000000,10750,11036,10750,11000,91469,1004514230,64,10794,زاگرس,13950116,000000,10982,26400000000000,2400000000
ZAGROS,d,20160405,000000,11076,11076,10721,11040,94777,1037425768,34,10982,زاگرس,13950117,000000,10946,26496000000000,2400000000
ZAGROS,d,20160406,000000,10601,11040,10601,11040,92441,1014305250,47,10946,زاگرس,13950118,000000,10972,26496000000000,2400000000
ZAGROS,d,20160409,000000,10883,11100,10580,10986,25538,280451363,22,10972,زاگرس,13950121,000000,10982,26366400000000,2400000000
ZAGROS,d,20160410,000000,10950,10950,10703,10950,40464,441621730,20,10982,زاگرس,13950122,000000,10914,26280000000000,2400000000
ZAGROS,d,20160411,000000,11000,11079,10880,10912,7248,79107388,12,10914,زاگرس,13950123,000000,10914,26188800000000,2400000000
ZAGROS,d,20160412,000000,10800,10995,10751,10755,74817,810894947,21,10914,زاگرس,13950124,000000,10838,25812000000000,2400000000
ZAGROS,d,20160413,000000,10762,10971,10630,10971,149828,1615990540,41,10838,زاگرس,13950125,000000,10786,26330400000000,2400000000
ZAGROS,d,20160416,000000,10501,10771,10501,10771,25550,268762340,15,10786,زاگرس,13950128,000000,10519,25850400000000,2400000000
ZAGROS,d,20160417,000000,10900,10900,10550,10821,32309,346439795,24,10519,زاگرس,13950129,000000,10723,25970400000000,2400000000
ZAGROS,d,20160418,000000,10885,10885,10723,10726,70020,752602708,25,10723,زاگرس,13950130,000000,10748,25742400000000,2400000000
ZAGROS,d,20160419,000000,10700,10850,10601,10850,47477,509335599,19,10748,زاگرس,13950131,000000,10728,26040000000000,2400000000
ZAGROS,d,20160420,000000,10700,11200,10700,11200,249452,2756851631,86,10728,زاگرس,13950201,000000,11052,26880000000000,2400000000
ZAGROS,d,20160423,000000,11250,11604,11250,11604,182458,2099737432,51,11052,زاگرس,13950204,000000,11508,27849600000000,2400000000
ZAGROS,d,20160424,000000,11991,12067,11510,12000,290873,3487284593,128,11508,زاگرس,13950205,000000,11989,28800000000000,2400000000
ZAGROS,d,20160425,000000,12000,12000,11531,11813,49679,585891769,42,11989,زاگرس,13950206,000000,11794,28351200000000,2400000000
ZAGROS,d,20160426,000000,11790,11790,11501,11501,17699,205222959,22,11794,زاگرس,13950207,000000,11595,27602400000000,2400000000
ZAGROS,d,20160427,000000,11500,11800,11215,11506,62555,732464737,34,11595,زاگرس,13950208,000000,11709,27614400000000,2400000000
ZAGROS,d,20160430,000000,11830,12000,11800,11900,289599,3458920053,102,11709,زاگرس,13950211,000000,11944,28560000000000,2400000000
ZAGROS,d,20160501,000000,11996,12000,11640,11640,98139,1165863244,56,11944,زاگرس,13950212,000000,11880,27936000000000,2400000000
ZAGROS,d,20160502,000000,11600,11609,11412,11555,31287,359576611,20,11880,زاگرس,13950213,000000,11493,27732000000000,2400000000
ZAGROS,d,20160503,000000,11409,11409,11101,11101,66324,738014419,51,11493,زاگرس,13950214,000000,11127,26642400000000,2400000000
ZAGROS,d,20160504,000000,11399,11399,11150,11231,125043,1400379104,31,11127,زاگرس,13950215,000000,11199,26954400000000,2400000000
ZAGROS,d,20160507,000000,11300,11600,11024,11024,72467,806962713,43,11199,زاگرس,13950218,000000,11136,26457600000000,2400000000
ZAGROS,d,20160508,000000,11485,11485,11004,11270,136732,1526585296,36,11136,زاگرس,13950219,000000,11165,27048000000000,2400000000
ZAGROS,d,20160509,000000,11485,11485,11022,11299,73555,830542379,29,11165,زاگرس,13950220,000000,11291,27117600000000,2400000000
ZAGROS,d,20160510,000000,11060,11450,11060,11200,57238,644714189,36,11291,زاگرس,13950221,000000,11264,26880000000000,2400000000
ZAGROS,d,20160511,000000,11042,11299,11042,11199,185872,2080848164,47,11264,زاگرس,13950222,000000,11195,26877600000000,2400000000
ZAGROS,d,20160528,000000,9500,9510,9500,9500,11774,111857100,4,9434,زاگرس,13950308,000000,9435,22800000000000,2400000000
ZAGROS,d,20160529,000000,9368,9640,9300,9310,177175,1676118926,59,9435,زاگرس,13950309,000000,9440,22344000000000,2400000000
ZAGROS,d,20160530,000000,9450,9500,9430,9450,11500,108791000,8,9440,زاگرس,13950310,000000,9440,22680000000000,2400000000
ZAGROS,d,20160531,000000,9450,9451,9450,9451,9329,88162550,8,9440,زاگرس,13950311,000000,9440,22682400000000,2400000000
ZAGROS,d,20160606,000000,9010,9400,9010,9400,15812,144630556,13,9440,زاگرس,13950317,000000,9435,22560000000000,2400000000
ZAGROS,d,20160607,000000,9030,9062,9030,9062,3500,31621000,4,9435,زاگرس,13950318,000000,9434,21748800000000,2400000000
ZAGROS,d,20160608,000000,9112,9187,9112,9187,14679,133881114,10,9434,زاگرس,13950319,000000,9429,22048800000000,2400000000
ZAGROS,d,20160611,000000,9170,9269,9150,9210,29862,275080360,22,9429,زاگرس,13950322,000000,9422,22104000000000,2400000000
ZAGROS,d,20160612,000000,9211,9211,9141,9141,29378,268631199,11,9422,زاگرس,13950323,000000,9413,21938400000000,2400000000
